x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99
4.109605738,43.04665817,39.80259961,-0.225826744,2.777573864,5.556429893,2.700911077,2.678819881,11.99296576,0.756627591,24.64203235,-4.461265288,-23.97751599,0.10813199,2.758041883,12.62458527,-0.42991551,-8.843747519,-41.90872479,-24.99419558,-7.387251495,53.97854651,-19.19167377,-4.134273035,-0.847270169,4.347820699,-0.555910774,33.35548171,4.26436834,-0.594762506,4.554821329,-1.799057198,-0.422115318,1.947199519,tesla,thur,-2.085877123,-44.41379163,4.530597512,-1.649014952,44.83675867,($536.19),-30.19071261,16.76716228,6.482383417,-0.01%,-3.348212706,2.872678994,2.104253146,-12.32135222,6.118749237,29.24740114,0.748732111,-3.186597951,3.224601567,-1.016587847,8.573233738,20.88464102,5.437338666,4.38831405,8.028887843,-2.094968376,-21.09182138,7.170779553,0.385049372,-1.200444719,1.419405689,2.340893102,Apr,82.60085122,-19.64063209,-8.233020124,10.5216753,28.48157593,-14.16964482,-20.1404386,1.342059454,28.52892623,2.89954634,28.11890261,7.731409836,6.08978311,4.312390871,-8.760808381,-3.427602457,19.48947806,0.479660962,8.03413223,-6.278017473,-3.631180485,-3.527330065,-1.929926708,5.761596823,america,0.353396377,27.08765588,10.96950618,22.19424105,14.84902228,-1.157131349
6.284062326,28.68660424,26.57487189,-0.959722605,20.04040891,11.47163366,4.459970039,-4.357163704,-15.69302644,-1.913132747,-67.58332267,5.904391311,12.18696796,4.428258185,-1.722569497,21.47583402,3.088908345,-9.150059087,8.647801781,23.56305362,-17.22180584,17.66326833,-20.6075688,3.541594373,-3.796269837,-2.226992475,0.480630066,42.75023976,-0.683248903,0.351066242,-3.107886189,1.46957292,0.232319313,5.377846773,Toyota,thurday,-0.442520381,-45.44815394,-11.62767366,5.828509954,55.55846757,($152.39),25.91550518,21.74591625,-89.12891645,-0.01%,-8.370521141,3.346361165,1.391008858,-1.476563808,18.47159594,-17.44718461,-0.784302919,-32.662075,-5.916474456,0.677214861,-49.96327523,-20.83740343,-8.495347612,1.542066773,3.135428383,17.97525095,-8.925623662,-3.880672583,-1.580849406,1.27877727,-20.16253093,1.813142421,Aug,-61.78389999,-54.92024681,3.13212298,3.986290981,17.51869003,4.575885946,1.811548427,-1.147179063,37.52607235,0.16157753,-25.46426627,38.51753123,-0.373897465,-7.492251535,3.5882471,-4.02576227,17.47659485,0.104129865,15.57546564,0.358016935,7.199038612,-98.91528695,0.115903258,0.899911811,america,-1.17154586,-13.09596672,-37.82524053,-10.43616413,0.453365772,1.534187246
20.92090864,50.51706065,-71.28536695,-1.283350518,-24.75799446,-36.61155792,-9.48903801,7.369051861,1.342861527,1.647757228,24.70010067,4.576138848,11.20656803,0.823766558,-0.845491105,8.154151553,2.13880935,13.01689086,-47.11542382,-41.98123631,15.39074551,51.39195424,38.41783674,-0.852350752,-2.29992181,1.145596853,1.169500671,-4.85622684,-2.761885631,1.540272727,3.702218964,-7.159826334,1.009739732,3.039839694,volkswagon,wednesday,-3.432259858,-30.97165794,12.36779593,-6.972594132,88.49796789,($122.35),-36.49559612,7.093954922,29.29971339,-0.01%,1.394781686,0.230640088,-8.553849127,10.06855643,5.1397169,-62.53282533,-1.160690446,11.85346646,-1.648311652,-0.197959977,-35.32717141,-4.151194731,0.528478693,-7.868076442,3.388420084,-15.53240101,7.038002044,14.30027974,-15.44394319,1.658851089,14.90001972,-3.576607998,Jun,23.62369058,-23.54266813,22.2168429,5.235699196,-18.58379345,14.25825143,43.13439269,2.529370168,8.874942858,3.097698696,18.26693449,-30.36673449,-20.75650723,-0.954191251,3.355330247,0.099181286,28.25076008,0.428938405,-4.875044421,-0.808355868,-0.79883893,-71.92125226,6.475623027,-2.800179826,america,-0.69373022,1.630215135,-40.66109654,-16.8353285,0.772144519,-0.204151806
23.03992812,-14.32914085,-24.46397202,2.239469326,3.028880899,-15.22923733,7.726926811,4.533941718,-4.12784329,2.541044737,18.91041445,5.866174744,-6.455810734,1.159400448,2.823159588,6.57034874,3.863648987,-1.353728624,5.657866157,26.98414678,-7.564444816,58.39109728,-26.0974499,4.355805093,0.960781574,1.585719299,-0.917122428,19.84751355,-0.393069382,-1.268209947,-6.302891834,-5.752588898,-2.067571751,-0.631089743,bmw,wed,0.484257516,-6.489463449,-1.94501253,-13.44077841,30.48252584,$983.86 ,-4.181802059,8.740496026,-99.16792993,0.00%,-2.378024504,-1.693552738,-0.062311757,-0.308460725,33.50969025,-34.84158291,-0.544337999,38.80793445,5.191903538,4.59985177,-55.14874064,-65.23173088,-10.09429993,7.531422522,0.967269301,13.4533295,-7.821539167,5.847322706,-15.4295408,-1.053135916,29.91983528,7.450281979,May,-164.6356226,-10.80506889,4.41000313,-12.24387517,19.79298982,-35.08744302,-24.83315069,3.655178194,-5.270597817,0.773881124,-39.38026289,11.78876924,-13.00959316,-2.378168256,11.93069316,-1.339500746,24.05914145,-0.271105086,-2.65324435,-8.819254709,-0.748604033,-55.13926182,0.040568101,-4.149441253,asia,-1.685943957,-11.24920093,1.786271639,-3.741899703,0.541588193,-1.841262464
-4.016270059,-32.39250599,-16.07125337,0.855834074,-21.3941713,36.73589477,-0.631349156,-11.68750267,16.38594041,2.138718704,11.19850955,3.603470195,-5.180875489,2.234962661,-0.210852021,15.91429132,3.586791701,0.165828967,-14.11640159,-8.22555277,28.40168489,51.75161157,19.38713628,1.452345049,-0.112580036,-3.571015953,0.163339051,13.34762467,-2.334919603,-0.451668329,4.225845636,1.195095364,-1.937925505,-1.387488056,Honda,wed,1.026665635,50.32379945,-4.746822399,-32.88058063,-57.00377468,($744.47),20.65501587,-33.88475545,53.75727827,0.00%,-0.242726654,-0.52654668,-3.058266103,5.995347658,-11.47611771,-44.68301817,-0.135776749,-40.36825646,-3.031800786,-0.008510214,-24.52969252,26.41140338,-11.49914901,-3.154777145,-2.777256952,0.779789943,1.112518026,-11.11793747,6.689735219,-1.981388201,-74.8889422,-0.596978251,sept.,-61.55133641,42.63515395,-30.59136295,0.360845964,15.51424188,2.616584228,52.9845513,-2.417941951,-2.616110602,-1.307836953,-46.10688062,38.53573696,-2.431093997,7.6965057,-1.459454825,-1.031272727,-15.38925343,0.411699386,14.56207232,-3.319201162,-2.935083887,1.132736466,-2.189983201,3.702584878,asia,-0.107974534,24.94427275,-30.22565441,8.560353049,3.740979216,0.62254833
16.91184737,-5.172618454,25.1178001,-1.665716025,-14.61507958,14.61031105,-3.668487111,-6.544916515,-6.416248171,-3.254628688,-15.71095904,-6.421042331,-12.17817597,-0.825803892,-9.504100534,5.610103865,5.786324951,-9.694736882,12.93557187,32.17994231,0.55748701,-41.26872862,-23.86864901,-4.247150922,1.591211711,-0.732018771,-0.431203519,68.02565462,-1.808733654,0.586817191,-0.485700853,3.497180083,0.161839118,-0.024985339,tesla,wed,-4.006578168,-11.18117568,-6.035156699,1.06062181,-32.36321095,"$1,143.20 ",1.79604,-14.12101073,-113.7769282,-0.02%,6.404580506,8.872283399,-2.375284458,-5.993288098,49.42831719,7.230607552,1.990444085,9.113772035,8.319580407,6.085015148,-20.81720095,-11.1263616,7.849587065,-0.917530064,3.921891605,18.78912465,3.787827401,8.485725077,-0.976329659,0.651144803,-95.98547464,0.577801853,July,-37.77783385,-17.4105941,32.28673555,-0.723581057,-16.36409738,-28.88054397,-63.46517044,-9.201863774,-3.732814722,-2.289401753,23.05381937,1.589878299,-19.51194444,-6.469215397,6.398739084,-11.35936156,7.254943908,0.727929059,-3.261046671,2.133482856,7.500870195,-253.1017355,-2.385105814,-3.307860038,euorpe,3.796194683,-32.20389274,-14.39003236,-24.88192249,-1.102377515,2.138926088
29.34038556,-57.9323142,-44.04036306,-1.515212247,-9.654711824,-2.760655862,5.803984598,-0.20916372,6.651699132,-4.072530343,51.92580628,-11.15165539,-3.733890284,1.701965919,2.484175598,-5.846088346,-1.100219987,0.465538249,20.1092468,6.877202921,13.23980689,-18.15863332,19.35183736,-4.825613862,-3.339707043,-6.491379538,0.225942202,7.762697843,-0.979105163,0.172531345,-2.020933586,-1.682612238,-3.234656272,1.055606728,bmw,thurday,1.430813631,-20.56717778,5.903794661,-6.375407278,-20.38321548,($43.32),-21.03841701,-1.957835102,78.01278203,-0.02%,10.76893099,-6.085255461,-1.495925264,1.802262669,-6.385334818,-37.48781405,-0.356189013,-1.209933385,0.051904564,1.886121248,12.73548475,20.29845774,-5.227697143,14.98808918,-7.089582071,-12.01505434,3.620944453,18.86694577,-11.25756713,0.433586317,-36.54993288,0.398664508,Oct,51.15775082,33.36180748,24.86373378,-4.876362912,-21.09492202,-2.592539362,-24.12005969,-6.454742748,33.17591925,5.699337581,21.58307752,0.685809756,1.638905844,-2.416401621,0.892348759,-10.93528317,-10.62901501,0.275326938,-3.011513003,3.631718653,1.609735223,-51.82409824,-1.52135175,6.053890044,asia,-1.558155896,11.23499775,-18.12686512,32.73067649,12.23273705,1.493176351
-3.882519597,33.5732594,-29.72695276,-1.291757096,-4.70955301,30.42115854,-6.033847937,5.982181961,-22.85463069,0.42967463,-1.202735928,8.681430856,31.68811287,-4.202337392,3.355352794,9.29007934,8.166986075,-12.95434238,4.049473381,-0.279966955,27.5973257,15.30656342,35.9031358,-1.744457017,-1.925082852,0.922313917,0.434580807,22.18329236,-1.998400024,0.339477486,2.875014696,-6.119456744,-3.165598389,3.156109698,bmw,thurday,1.135154298,-16.56276599,1.77605149,-2.576723741,14.34417655,$572.48 ,-13.02346767,-31.19148825,-113.9893136,0.01%,4.746047232,4.995037617,-0.409885805,-0.655011903,-52.31768863,-61.75362443,-0.212552712,-67.61957532,5.918395458,-4.892995326,-53.27374281,-28.63877587,5.155603778,-0.55370642,2.10049439,2.479465993,8.525295419,12.64043026,-6.982266522,-2.047319803,-13.25946316,1.101617681,Nov,30.40799086,-9.727175112,58.04544851,-7.330899923,-15.33533695,-16.14137062,88.60476557,-4.709883,-10.75421012,-2.816113083,-44.28918912,11.03820295,-11.0398621,0.332698969,-2.892000536,-3.722159015,-0.295583005,-0.538233056,5.118575898,-5.329247258,-2.761202286,-146.2610544,-0.920060018,2.261283505,asia,-3.060550987,51.2817136,16.604244,-20.76609024,0.376456762,1.03691045
-6.445149107,-4.696258666,7.009388853,0.999215834,-15.36126441,-10.1196545,19.74344996,4.467922317,-9.42667522,3.527230094,-26.04934689,3.894395342,0.590984232,-1.2362435,3.028792525,-3.825321519,1.048083586,-9.678605603,-2.630682457,-37.38558425,21.64104815,16.53662498,94.85541603,0.349349937,5.38192039,-1.106759263,0.230870261,-8.839861034,4.416399236,0.434577175,-1.069835073,-2.970166388,-1.009295181,-1.665866433,Honda,wed,0.900071076,18.66128409,-7.685641559,-4.354865464,-8.579852229,$462.03 ,21.0301288,-11.80693118,33.43315842,0.01%,-6.813528498,-3.210461032,2.102093085,-8.936381829,0.975068861,-67.84420268,0.327104062,20.70641646,-0.004324872,5.516366095,11.70176697,31.84187276,-0.106984372,4.049845255,4.749169257,-7.107145005,14.75735502,-11.91509557,1.622328576,-0.267828115,-23.5827937,10.4510798,July,8.552194516,-65.95579286,-17.58432958,5.286999656,2.079672086,8.742087674,26.90279266,-6.373957261,41.81383202,-8.387247231,59.10345227,-5.434402628,-17.79625658,0.953724016,-2.052968763,-8.210842574,-13.08073549,-0.732202981,8.665260514,-1.848456117,3.99598128,61.72960846,-5.653938326,1.587034833,asia,0.093688113,24.9899646,-7.44029433,-22.61801086,-12.44968534,-0.932529678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
