x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,y
31.00833281,-80.31957008,-26.20740203,-2.305301216,-5.183068327,-22.49652859,-30.44322588,4.244064925,-4.070128339,-0.637673785,-3.255668888,8.083058694,-8.29441684,-0.874168809,-2.118772128,4.862192425,0.176163582,-4.308528701,44.4167945,-39.35273339,-36.78108897,-42.94322162,-110.2132557,12.27720814,2.849965042,3.139249122,-0.213129072,-44.73204516,0.033146987,-0.204189482,0.594934603,4.39335893,3.260304233,5.188752945,Toyota,wed,0.850781303,-19.35849548,-7.983108927,8.363467536,18.14783292,"$1,123.59 ",-42.35553428,-8.252181507,-3.271644312,-0.01%,-6.969828455,-0.8727552,5.91746538,1.052134991,21.61052655,-21.01523266,1.266941823,5.372732187,-4.112730121,0.094454589,7.132394118,-68.46214136,-11.61407296,2.624621878,-0.271052591,7.693923631,-13.00728827,12.62239248,1.105788958,0.625429191,30.27621406,-0.592368269,July,-24.18177988,53.71242593,49.21743142,-16.19355874,16.30912654,11.32681841,43.87342606,-5.906012894,13.18702211,2.179107847,39.93714814,-1.542487788,1.377208519,-5.853878737,9.070499021,6.138828351,17.29767115,0.016020538,8.087370027,-1.571617816,1.089729645,-54.67208026,4.612370406,13.1715735,asia,2.519806551,55.1731969,-24.88805136,-12.1962295,8.373321,1.060092604,0
-26.68609394,0.597804385,82.51062098,0.628069289,19.83084049,5.981384867,0.705940403,9.207688676,-6.116660834,2.117341332,-18.41610526,-6.175383314,8.543327729,-3.226642527,-1.754438184,15.45269407,2.868598976,-2.880239563,11.33460506,3.445751794,4.553728929,-16.50060525,-14.11086184,2.803329287,0.481663067,0.500508479,0.072716905,10.42376268,1.784545122,0.466096098,-2.265863572,-2.766107979,3.219507109,2.69780091,tesla,tuesday,0.936053959,-8.695527704,-1.421436583,-3.415667664,-1.533523975,$112.51 ,42.26353046,4.411076215,-16.52940236,0.01%,-8.295693733,-2.739941502,8.731768743,-17.21028594,1.895554087,-26.24126702,0.918567641,-0.958829807,-4.358306107,3.781687854,-35.40105579,-71.79035067,-2.202170421,-1.701174658,2.887130906,-1.425914779,0.919121948,2.157391969,-1.694223713,1.576317121,-32.86031986,-2.584427808,May,-120.6712837,-0.363792728,-5.943303046,-10.23274055,-9.508095686,4.341445029,20.85564966,5.739724188,-11.93727391,-0.655713236,-35.380539,-26.72056479,-4.816539315,2.495044181,3.875058848,-0.331422006,-21.37498301,-0.774413346,3.793437498,1.885351527,0.167491215,-105.0054391,1.544535005,0.199481011,asia,-0.118194685,9.798030225,-32.58795562,-27.39402412,0.547680926,-0.401157385,1
12.66561795,-56.45174635,-21.27912323,1.397829358,-6.418015286,-11.96087827,4.576799922,15.16810233,-4.64075253,1.28961234,59.84475045,-2.958089095,-28.6303751,-4.049655303,1.010618038,15.05100128,2.20185176,9.343578023,-21.99758487,-20.25895768,5.674795429,31.25032863,19.41607261,-15.26589949,1.343268626,0.946707706,-1.373032936,-9.670125458,-0.30007225,-0.277921208,2.553274574,-10.24246848,2.340951079,0.42735804,volkswagon,wed,0.43317317,3.453909646,-1.279838938,3.46424039,-54.28006437,($489.15),10.14298406,-13.30074898,128.8455564,-0.02%,8.389469316,-0.708049631,-3.204688083,-4.786842361,-3.411538864,21.04708516,-0.209631161,21.45164872,2.638430877,2.279800586,37.3486907,-6.288751446,-14.64805586,5.753534813,-0.577677359,14.72638783,1.523496043,-6.160805144,-8.607069919,-2.07564048,-52.41949692,-0.148333477,sept.,-22.80026213,22.04955907,26.61229172,5.040900589,1.470842752,-6.263994933,58.84398269,-2.328485001,-74.36606493,0.206837455,-16.99418812,57.63778327,-5.62881255,1.003848055,-7.373567796,-0.540689912,9.202801146,0.177858374,6.234160747,2.117187441,-2.535686788,-37.28226918,-1.38937285,-3.776971319,asia,1.20145851,-42.79376936,-7.985479777,22.24393196,-13.46435561,-1.608558482,0
-22.39584203,24.81440878,-8.663398265,0.165531426,2.718122639,19.70786331,1.86098159,-1.070138577,-21.20950234,-2.414330261,-83.49946895,-4.708191399,-7.402386316,0.426957913,-0.011312067,6.554589169,-1.397190871,-2.568149923,-17.63258812,9.065449343,7.545656125,4.457710513,63.04487676,1.299970229,0.207313895,-0.021203802,-0.301882107,-10.93289991,-2.228873621,1.428119113,-1.334168316,2.30630802,2.181452703,-1.903383886,volkswagon,wednesday,-0.292239351,35.13190009,-3.059230201,7.860196572,20.94267655,$388.46 ,32.09452518,7.0802896,-30.61530448,0.01%,18.1285236,-2.16199198,-1.017082882,1.163475021,9.390032947,-37.17040388,-0.397492614,-26.76432195,-2.092467208,5.750817324,-7.439716577,-31.11035879,-2.987507404,-3.142315907,9.093384205,7.554329655,-5.706321064,-22.96320926,-12.37875134,0.092351612,30.04475913,-3.353724809,May,-117.9258126,-40.78003018,-30.99721213,11.13307891,-13.70323187,-3.099269938,-3.776370563,5.222321942,2.72636562,-3.91998971,9.734116514,22.99520585,-5.704277516,-5.916800492,3.154779634,1.481344857,-11.04697846,-0.567451,2.535860152,0.462966059,-6.938836279,134.595241,3.55251764,2.855843355,asia,0.814668372,37.06758499,-22.89846175,6.91548409,-8.258451061,-0.518646752,0
-29.10733627,-0.518108404,-33.98320719,3.202282932,33.55927454,-0.419010232,4.580630779,-23.8717105,-10.09165477,0.363090018,26.5897576,-4.261517042,-2.646483732,-3.450088656,-3.653864254,-1.373499996,-3.112995136,-9.430212679,33.55655448,35.29748148,23.16100595,-85.65319101,-26.56578184,-4.843659553,1.632324895,-0.198081828,0.131856158,27.11610474,-2.503073451,-0.486911694,-2.135546573,3.879098888,0.810008804,5.746110828,volkswagon,wed,-4.051797513,-19.23568814,8.303024776,7.698189711,-24.76060298,"($1,779.24)",16.75672031,14.07744191,226.8357456,0.00%,13.24566535,2.807335266,6.510918528,-1.021460272,31.46479121,6.093262006,0.997715854,-26.1139665,-7.947131408,1.31606235,14.06571737,17.30303094,0.770742625,3.219584126,3.061475814,-11.71390701,2.025854548,15.96706446,-7.149311763,0.228190838,-92.10855997,-0.377347935,May,31.89080586,-2.805769465,50.43231827,13.03285336,9.656847386,-20.03315225,3.47108761,-3.247641933,5.952779374,-2.003485817,6.311573572,17.07227924,15.22782952,-6.943598621,3.173900488,10.76818373,22.34593245,-0.772463973,-1.772028709,-3.201558579,4.325166965,247.6606122,-0.232454902,0.818606622,asia,-0.606232146,46.3711787,6.175782021,-9.658428773,-6.002478966,-2.188020194,0
-13.22955433,23.60665721,33.68562363,0.762556947,0.158210876,2.468963972,-1.624173218,-3.286913764,-4.246070732,3.771444261,29.69804198,-3.678709917,-34.91752645,2.362286854,3.185619154,-16.60180609,5.336172653,-0.56070793,-13.18168529,25.74669987,0.937108118,11.27121655,5.725623993,-1.22969019,-3.162783315,2.406826238,0.720605548,-52.4136646,-0.130996644,-0.444469979,-5.390005873,-8.204884313,1.985184399,-5.167203107,volkswagon,thurday,0.251758283,-16.35867322,-7.929596157,-2.802338958,33.71372879,($482.59),8.143404561,18.68007573,-165.5799079,0.02%,6.504763693,7.014895866,-0.316134903,8.337067613,-40.01842406,-7.384512554,-0.267141755,-52.48635617,2.257806726,-2.011688253,-5.14684396,1.64577707,-3.526972495,-4.140518634,2.965721289,-6.575006572,-3.504507496,7.904842775,3.160077235,-0.298529406,17.82322345,4.070923421,Apr,57.88079027,12.05385041,54.27747515,-3.450307988,-99.32928123,-12.87246644,27.05353083,-1.918130408,28.70323419,-2.627315094,-41.96454724,0.634316774,9.560932657,-2.881039283,3.259168373,1.7127243,21.63868257,-1.108751313,-2.130342218,-0.53856717,-0.359089172,130.0067517,3.2345861,6.537332066,asia,2.477452485,31.61207131,-3.79569775,17.84407973,14.24221771,0.926147723,0
-9.989110841,-42.84684223,12.86913429,1.395642895,-9.287080946,1.842367803,-6.529349858,-2.23059409,-38.58739427,0.782878649,24.11986072,-12.04814252,-15.61128686,1.472749716,0.805856579,6.860760812,-0.355396544,2.055604326,71.79557745,23.96026861,-28.44036401,-22.56075755,5.768838838,1.668952417,-4.856670743,3.400625267,-1.35516267,37.29070492,-0.617444615,0.49116351,-1.019078627,0.648431646,0.005364754,4.400132896,Toyota,thurday,-3.119526935,-16.01322225,-0.241616333,3.4067726,-7.201021928,"($1,539.16)",54.18595556,-6.590492203,-121.0740003,0.00%,3.205890459,-5.207152409,-9.03743363,-2.575214478,20.35307558,-30.72355456,-0.241144591,38.06735939,-1.531135068,2.158484972,37.81529502,6.703729108,8.414463754,-1.856228948,-6.253337752,2.073939497,0.966487319,-13.34080797,-11.92296038,0.423036692,-60.15225959,2.209898759,Apr,-117.1000168,-60.88917972,-1.096470691,9.719795991,-13.74657509,-51.80487481,-4.870048224,4.21984362,-31.85945786,-6.514565615,19.19036871,-27.65191257,10.63469977,-8.480240376,1.034938073,-0.847802429,-0.141901253,0.410840059,-8.93515125,4.950244098,-4.105016042,-103.2226806,-0.044442631,-3.579061438,asia,4.418091462,-62.6417049,-5.142696974,18.74056437,4.297904561,1.072042231,0
20.03398614,-9.128423097,-48.89000655,0.816740476,22.22480873,-8.716927084,-1.237385777,0.278104511,12.26265712,0.332986293,12.73331508,5.500232313,6.848467725,3.779232442,2.612377671,-9.909989661,1.94281035,-12.45008875,-13.49443554,-14.62753582,-13.92631845,28.0956797,-52.07343456,1.056052093,-5.071550586,0.694552339,-0.201153649,38.96506318,-2.38591439,-0.045131735,-1.554880459,3.756015969,0.178835458,2.147345984,Toyota,thurday,0.345492763,-63.37999615,0.242179996,29.40991321,28.29819084,$929.05 ,-23.49508848,13.38722767,-8.224158524,-0.01%,-8.987742653,-5.908566722,0.285040887,4.173418302,-10.49669299,-0.151121434,-0.40546326,9.00883755,1.223018284,-2.638354712,10.03145934,26.00260722,1.864932792,-0.363957676,-5.435525022,-42.64378254,-2.684604793,-5.158595819,4.266384743,-0.067118132,-11.09511938,1.13357853,July,29.14225926,11.66263437,37.89882812,-15.18118882,-13.81530753,-4.164162502,41.80304941,0.612910103,11.1813331,1.647853134,-0.063986192,9.819588824,-0.011539847,-4.535448122,-2.14435885,1.750130631,18.24328534,-0.239256239,-11.69766798,-3.168003243,1.033084783,23.11183112,1.986424146,-5.97633075,asia,-1.832420331,-29.71621954,-10.61788563,-3.037470999,9.50518143,-1.334938879,0
7.503362256,25.85237453,80.21162477,-1.286957537,-15.14446191,28.07899044,-7.849508778,5.448390251,11.12610603,-3.666890556,20.91841883,5.690670666,9.35042935,1.969304423,4.675681446,2.111642905,1.7175835,11.19276265,17.52157576,-25.67915023,5.785610061,45.18392186,32.41946825,-16.25491977,-4.17111592,-3.320662085,-0.443081391,23.07082625,-2.287504027,-1.446395842,2.009408658,3.973021022,1.815769628,4.416387873,volkswagon,thurday,0.504688701,-4.035382423,8.446837742,0.2266602,35.83735318,($521.11),10.0131967,25.13128545,-114.198181,-0.04%,-6.304232001,4.609972761,2.857139593,-11.57779297,-7.7639177,55.45633352,0.094434303,3.994196023,-13.56348475,-7.793623728,-15.91174895,-8.342147652,-4.423485345,3.254837146,-6.828883083,-17.7642688,-11.31568189,-20.96827364,-2.607471748,-2.050126513,35.17680901,-2.452887208,Jun,-52.17631915,-9.378897733,-19.93498991,-6.176093907,-0.320558751,-25.09803354,60.19688391,8.003919765,31.99066402,-3.3003223,8.434690198,1.309146265,11.47669911,6.230902236,-5.981293364,-5.706937328,8.85436038,-0.229267044,2.710775052,-2.061069553,2.592810515,-202.7615684,-0.396307817,11.05557272,asia,1.227644325,-29.47155158,11.47268764,25.05604027,14.1971637,1.041735486,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
